Customer_ID,Customer_Name,Gender,DOB,City,Region_ID,Occupation,Income_Band,Customer_Segment,Join_Date
C001546,Customer 001546,Female,2003-03-29,Lucknow,R003,Government Employee,High,Corporate,2024-07-20
C001547,Customer 001547,Male,1991-07-07,Pune,R002,Government Employee,Medium,Corporate,2021-12-23
C001548,Customer 001548,Female,1987-06-14,Gurugram,R004,IT Professional,Low,Retail,2020-09-03
C001549,Customer 001549,Female,1999-04-24,Lucknow,R002,Finance,Medium,Corporate,2019-03-14
C001550,Customer 001550,Female,1985-05-30,Gurugram,R002,Healthcare,High,Corporate,2022-05-20
C001551,Customer 001551,Female,2008-11-14,Ahmedabad,R001,Consultant,Medium,Retail,2020-10-06
C001552,Customer 001552,Female,2027-05-31,Ahmedabad,R006,Finance,Medium,Corporate,2025-01-29
C001553,Customer 001553,Male,2023-04-01,Mumbai,R003,Government Employee,High,Retail,2021-06-22
C001554,Customer 001554,Male,2011-02-01,Faridabad,R001,Engineer,Medium,Corporate,2018-02-28
C001555,Customer 001555,Male,2005-10-03,Jaipur,R005,Government Employee,High,Retail,2022-07-16
C001556,Customer 001556,Male,2023-11-05,Gurugram,R006,Self Employed,Medium,Retail,2018-10-26
C001557,Customer 001557,Female,2020-08-30,Chennai,R001,Consultant,Low,Corporate,2021-02-17
C001558,Customer 001558,Female,2004-12-31,Delhi,R004,Government Employee,High,Retail,2023-12-27
C001559,Customer 001559,Female,1990-05-24,Delhi,R004,Business Owner,High,Retail,2024-10-14
C001560,Customer 001560,Male,2012-09-20,Kolkata,R004,Government Employee,Medium,Corporate,2020-07-12
C001561,Customer 001561,Male,1992-07-31,Pune,R005,Healthcare,Medium,Retail,2018-08-10
C001562,Customer 001562,Male,1993-01-27,Kolkata,R002,Government Employee,High,Corporate,2019-02-23
C001563,Customer 001563,Male,2002-07-13,Bengaluru,R004,Self Employed,High,Retail,2024-09-04
C001564,Customer 001564,Female,1995-10-07,Gurugram,R006,Other,Very High,Retail,2021-01-25
C001565,Customer 001565,Female,2007-06-12,Pune,R006,Business Owner,Medium,Retail,2018-04-03
C001566,Customer 001566,Male,1992-11-17,Delhi,R001,Consultant,Medium,Corporate,2026-02-18
C001567,Customer 001567,Female,2017-08-12,Gurugram,R002,Engineer,High,Corporate,2023-03-13
C001568,Customer 001568,Male,2004-09-21,Delhi,R001,IT Professional,Medium,Retail,2021-01-23
C001569,Customer 001569,Male,2014-05-06,Faridabad,R001,Finance,Medium,Corporate,2024-02-01
C001570,Customer 001570,Male,1995-10-25,Mumbai,R004,Finance,Medium,Retail,2019-10-07
C001571,Customer 001571,Male,2009-06-05,Delhi,R001,Self Employed,Medium,Retail,2025-02-09
C001572,Customer 001572,Female,2026-04-04,Jaipur,R005,Other,Medium,Retail,2021-10-01
C001573,Customer 001573,Female,1984-06-29,Chennai,R006,Consultant,Low,Corporate,2025-05-01
C001574,Customer 001574,Male,2010-05-12,Pune,R006,Engineer,Medium,Retail,2021-06-12
C001575,Customer 001575,Male,2027-11-06,Kolkata,R006,Engineer,Medium,Corporate,2020-12-28
C001576,Customer 001576,Female,1997-02-04,Pune,R002,Education,High,Premium,2023-11-15
C001577,Customer 001577,Female,2004-11-27,Pune,R004,Business Owner,Medium,Premium,2021-09-04
C001578,Customer 001578,Male,2012-03-22,Delhi,R004,Other,Medium,Retail,2018-12-09
C001579,Customer 001579,Male,1996-11-27,Delhi,R001,Education,Very High,Premium,2023-12-16
C001580,Customer 001580,Male,2016-07-24,Gurugram,R001,IT Professional,Medium,Retail,2021-04-17
C001581,Customer 001581,Male,1984-01-01,Bengaluru,R003,Other,Medium,Corporate,2025-12-18
C001582,Customer 001582,Male,1994-05-10,Lucknow,R003,Finance,High,Premium,2024-10-02
C001583,Customer 001583,Female,2024-12-13,Mumbai,R004,Business Owner,High,Corporate,2019-01-29
C001584,Customer 001584,Female,1980-02-15,Pune,R004,IT Professional,Medium,Retail,2026-03-02
C001585,Customer 001585,Male,2005-02-11,Bengaluru,R001,IT Professional,High,Retail,2022-06-21
C001586,Customer 001586,Male,1995-03-31,Pune,R005,IT Professional,Low,Corporate,2024-03-31
C001587,Customer 001587,Male,2018-03-13,Jaipur,R005,Healthcare,Medium,Premium,2018-02-06
C001588,Customer 001588,Male,1988-11-22,Faridabad,R006,Education,High,Corporate,2024-11-23
C001589,Customer 001589,Female,2004-01-03,Gurugram,R001,Education,Medium,Retail,2023-06-08
C001590,Customer 001590,Female,2024-04-09,Delhi,R003,IT Professional,High,Retail,2025-01-20
C001591,Customer 001591,Male,2013-10-09,Bengaluru,R003,Finance,Low,Retail,2019-01-01
C001592,Customer 001592,Female,2011-06-24,Gurugram,R005,Government Employee,Medium,Retail,2025-02-08
C001593,Customer 001593,Male,1990-07-15,Hyderabad,R004,Healthcare,Medium,Retail,2018-06-04
C001594,Customer 001594,Male,1994-04-08,Jaipur,R001,Education,High,Corporate,2018-02-17
C001595,Customer 001595,Female,2022-10-29,Kolkata,R006,Healthcare,Medium,Corporate,2024-01-24
C001596,Customer 001596,Male,1997-07-03,Bengaluru,R006,Healthcare,Low,Retail,2023-06-08
C001597,Customer 001597,Female,2010-07-16,Ahmedabad,R004,Other,Very High,Corporate,2024-10-05
C001598,Customer 001598,Male,2011-08-06,Faridabad,R003,IT Professional,High,Corporate,2020-06-28
C001599,Customer 001599,Male,1984-09-22,Kolkata,R005,Business Owner,Medium,Retail,2022-01-15
C001600,Customer 001600,Male,2017-02-11,Hyderabad,R004,Business Owner,Medium,Corporate,2023-07-09
C001601,Customer 001601,Male,2016-06-01,Mumbai,R003,Business Owner,Medium,Corporate,2022-02-01
C001602,Customer 001602,Female,2009-04-18,Chennai,R003,Other,High,Retail,2023-01-09
C001603,Customer 001603,Male,1979-11-12,Delhi,R006,IT Professional,Medium,Retail,2022-07-08
C001604,Customer 001604,Female,2028-10-04,Chennai,R003,Other,High,Retail,2021-11-10
C001605,Customer 001605,Female,2011-07-20,Delhi,R004,Consultant,High,Retail,2026-01-16
C001606,Customer 001606,Male,2021-10-07,Chennai,R002,IT Professional,Medium,Premium,2019-02-26
C001607,Customer 001607,Female,2022-12-13,Mumbai,R005,Consultant,Medium,Retail,2019-11-30
C001608,Customer 001608,Male,2007-05-20,Hyderabad,R003,IT Professional,Medium,Corporate,2025-06-28
C001609,Customer 001609,Female,1991-05-03,Hyderabad,R004,Other,High,Premium,2024-07-09
C001610,Customer 001610,Female,2026-04-14,Ahmedabad,R006,Government Employee,Medium,Corporate,2024-01-29
C001611,Customer 001611,Male,2008-08-08,Jaipur,R001,Self Employed,High,Retail,2022-04-04
C001612,Customer 001612,Male,1984-01-01,Ahmedabad,R006,Consultant,High,Corporate,2020-06-26
C001613,Customer 001613,Female,1997-08-09,Delhi,R005,Business Owner,Medium,Corporate,2023-10-09
C001614,Customer 001614,Male,2021-10-14,Bengaluru,R001,Healthcare,Medium,Retail,2022-08-22
C001615,Customer 001615,Male,2016-11-27,Hyderabad,R001,Consultant,High,Corporate,2025-02-06
C001616,Customer 001616,Female,1978-10-24,Delhi,R006,Unknown,Low,Corporate,2025-06-21
C001617,Customer 001617,Female,2024-08-12,Ahmedabad,R004,Engineer,Medium,Retail,2020-07-07
C001618,Customer 001618,Male,2017-11-18,Hyderabad,R006,IT Professional,Low,Corporate,2024-11-09
C001619,Customer 001619,Female,2005-03-26,Delhi,R002,Consultant,High,Retail,2022-12-13
C001620,Customer 001620,Male,2007-06-26,Lucknow,R004,IT Professional,Very High,Retail,2019-12-29
C001621,Customer 001621,Male,2022-03-06,Mumbai,R004,Self Employed,Low,Retail,2021-06-06
C001622,Customer 001622,Female,2013-09-26,Hyderabad,R005,Consultant,High,Corporate,2018-10-14
C001623,Customer 001623,Male,2012-03-18,Lucknow,R004,Healthcare,High,Retail,2023-05-29
C001624,Customer 001624,Female,2021-07-30,Ahmedabad,R005,Other,High,Retail,2023-03-24
C001625,Customer 001625,Male,2010-06-27,Kolkata,R003,Healthcare,High,Retail,2021-04-08
C001626,Customer 001626,Male,1989-03-01,Delhi,R005,Healthcare,Medium,Corporate,2022-08-29
C001627,Customer 001627,Male,2015-07-19,Lucknow,R004,Finance,Medium,Retail,2025-12-25
C001628,Customer 001628,Female,2006-10-13,Mumbai,R003,Business Owner,Low,Corporate,2021-10-07
C001629,Customer 001629,Female,1988-04-07,Chennai,R003,Healthcare,High,Corporate,2020-07-07
C001630,Customer 001630,Male,1982-09-16,Chennai,R002,Healthcare,Medium,Retail,2018-12-09
C001631,Customer 001631,Female,1981-10-03,Pune,R006,Consultant,Very High,Retail,2021-06-27
C001632,Customer 001632,Female,2001-10-28,Mumbai,R004,Business Owner,Medium,Retail,2021-11-07
C001633,Customer 001633,Male,2002-05-04,Pune,R001,Consultant,Medium,Retail,2019-05-25
C001634,Customer 001634,Female,2027-05-16,Pune,R006,Other,High,Premium,2024-12-11
C001635,Customer 001635,Female,2028-07-02,Pune,R004,Business Owner,High,Retail,2020-07-10
C001636,Customer 001636,Female,2022-11-27,Bengaluru,R001,Self Employed,Medium,Corporate,2021-07-06
C001637,Customer 001637,Male,2029-07-31,Hyderabad,R006,Self Employed,Medium,Corporate,2023-06-20
C001638,Customer 001638,Male,1994-03-19,Faridabad,R002,Finance,Low,Retail,2024-03-16
C001639,Customer 001639,Female,1995-02-07,Hyderabad,R004,Other,High,Corporate,2021-12-28
C001640,Customer 001640,Male,2003-12-27,Chennai,R006,Education,High,Corporate,2025-01-30
C001641,Customer 001641,Female,1987-01-09,Delhi,R002,Engineer,Low,Retail,2018-10-27
C001642,Customer 001642,Male,2001-05-28,Jaipur,R001,Consultant,Medium,Retail,2024-07-17
C001643,Customer 001643,Female,1988-03-11,Mumbai,R005,Consultant,Medium,Retail,2019-12-16
C001644,Customer 001644,Male,2024-04-02,Jaipur,R004,Government Employee,Medium,Corporate,2021-01-22
C001645,Customer 001645,Female,2024-01-27,Ahmedabad,R003,Government Employee,Medium,Retail,2021-05-18
C001646,Customer 001646,Male,1994-06-20,Delhi,R003,Education,Very High,Retail,2018-02-13
C001647,Customer 001647,Female,2020-04-28,Gurugram,R002,Education,High,Corporate,2019-04-17
C001648,Customer 001648,Male,2005-06-30,Pune,R005,Business Owner,Low,Retail,2021-10-07
C001649,Customer 001649,Male,2010-03-03,Lucknow,R003,Education,Medium,Retail,2024-03-11
C001650,Customer 001650,Male,1984-11-20,Bengaluru,R003,IT Professional,Medium,Retail,2018-11-21
C001651,Customer 001651,Female,1986-06-04,Lucknow,R004,Engineer,Medium,Retail,2022-08-13
C001652,Customer 001652,Female,1981-11-24,Lucknow,R003,Engineer,High,Retail,2020-05-30
C001653,Customer 001653,Female,1988-11-06,Jaipur,R001,IT Professional,Medium,Retail,2024-01-24
C001654,Customer 001654,Male,1995-08-20,Kolkata,R002,Government Employee,Medium,Retail,2021-11-30
C001655,Customer 001655,Female,2017-11-13,Gurugram,R006,Consultant,Medium,Retail,2021-11-15
C001656,Customer 001656,Male,2016-06-07,Bengaluru,R003,Self Employed,Medium,Retail,2019-07-16
C001657,Customer 001657,Male,2009-01-02,Ahmedabad,R004,Government Employee,Medium,Retail,2021-06-30
C001658,Customer 001658,Male,1983-11-25,Faridabad,R006,Finance,High,Retail,2023-05-28
C001659,Customer 001659,Female,1992-01-15,Bengaluru,R001,Finance,High,Retail,2025-08-04
C001660,Customer 001660,Male,2029-10-26,Pune,R006,Finance,Low,Retail,2023-07-12
C001661,Customer 001661,Female,2018-11-15,Pune,R003,Education,Medium,Retail,2025-04-27
C001662,Customer 001662,Female,2006-08-30,Pune,R002,Finance,High,Corporate,2025-05-23
C001663,Customer 001663,Male,2007-07-28,Faridabad,R002,Finance,High,Retail,2019-12-28
C001664,Customer 001664,Female,1986-06-06,Delhi,R002,Other,High,Retail,2026-03-01
C001665,Customer 001665,Male,2025-09-07,Gurugram,R003,Finance,High,Corporate,2019-12-18
C001666,Customer 001666,Male,2016-03-01,Kolkata,R001,Consultant,Low,Retail,2022-05-22
C001667,Customer 001667,Female,1998-10-22,Faridabad,R005,Finance,Medium,Retail,2023-06-13
C001668,Customer 001668,Male,2020-02-04,Gurugram,R006,Government Employee,High,Retail,2022-06-18
C001669,Customer 001669,Male,1988-11-22,Delhi,R002,Engineer,High,Retail,2025-07-17
C001670,Customer 001670,Male,1982-11-09,Pune,R001,Finance,Medium,Retail,2019-01-21
C001671,Customer 001671,Female,1991-12-24,Ahmedabad,R004,Self Employed,Medium,Retail,2023-01-23
C001672,Customer 001672,Female,2011-01-30,Pune,R004,Healthcare,Medium,Retail,2021-08-31
C001673,Customer 001673,Female,2025-12-03,Delhi,R001,IT Professional,High,Premium,2023-05-04
C001674,Customer 001674,Male,2024-10-02,Bengaluru,R004,Finance,High,Retail,2018-07-08
C001675,Customer 001675,Male,1983-12-15,Lucknow,R004,Self Employed,Medium,Retail,2020-05-09
C001676,Customer 001676,Female,2004-04-05,Bengaluru,R002,Consultant,Medium,Retail,2021-06-22
C001677,Customer 001677,Female,1992-05-13,Pune,R003,Business Owner,Medium,Retail,2019-11-20
C001678,Customer 001678,Female,2003-04-10,Chennai,R003,Government Employee,Medium,Retail,2025-08-23
C001679,Customer 001679,Female,2028-02-16,Faridabad,R003,Consultant,High,Corporate,2023-07-11
C001680,Customer 001680,Female,2018-09-14,Bengaluru,R003,Self Employed,Low,Corporate,2025-12-20
C001681,Customer 001681,Male,1980-10-05,Hyderabad,R001,Consultant,Medium,Retail,2018-05-25
C001682,Customer 001682,Female,2023-06-19,Faridabad,R002,Other,Medium,Retail,2025-07-23
C001683,Customer 001683,Male,1982-12-29,Lucknow,R001,IT Professional,High,Premium,2019-06-16
C001684,Customer 001684,Male,1999-08-23,Hyderabad,R006,Government Employee,Low,Corporate,2021-09-18
C001685,Customer 001685,Male,1993-04-15,Lucknow,R006,Consultant,Medium,Retail,2023-07-04
C001686,Customer 001686,Male,2013-11-17,Kolkata,R004,IT Professional,Low,Corporate,2020-09-22
C001687,Customer 001687,Female,1983-07-12,Faridabad,R002,Engineer,High,Corporate,2023-12-12
C001688,Customer 001688,Male,2017-10-15,Hyderabad,R005,Healthcare,Medium,Retail,2022-12-01
C001689,Customer 001689,Female,1994-02-12,Bengaluru,R003,Engineer,High,Corporate,2022-06-15
C001690,Customer 001690,Male,1980-12-11,Lucknow,R006,Healthcare,Medium,Corporate,2023-10-21
C001691,Customer 001691,Female,1991-10-11,Kolkata,R006,Consultant,Low,Corporate,2019-03-24
C001692,Customer 001692,Female,2020-02-04,Jaipur,R004,Finance,Medium,Retail,2025-05-20
C001693,Customer 001693,Male,2007-08-14,Chennai,R003,Other,Medium,Corporate,2019-12-26
C001694,Customer 001694,Female,1985-01-02,Gurugram,R003,Other,High,Retail,2020-03-13
C001695,Customer 001695,Male,1987-01-01,Mumbai,R003,Consultant,Medium,Corporate,2024-08-25
C001696,Customer 001696,Female,1987-10-22,Kolkata,R006,IT Professional,High,Retail,2018-06-05
C001697,Customer 001697,Male,2022-01-12,Bengaluru,R005,Self Employed,Low,Retail,2025-06-07
C001698,Customer 001698,Male,2022-01-25,Faridabad,R004,Self Employed,Low,Corporate,2024-02-04
C001699,Customer 001699,Female,1996-03-05,Bengaluru,R003,Finance,Very High,Retail,2022-09-05
C001700,Customer 001700,Female,1988-10-29,Chennai,R003,Self Employed,High,Premium,2022-02-14
C001701,Customer 001701,Male,2008-02-13,Faridabad,R002,Finance,High,Retail,2018-09-27
C001702,Customer 001702,Male,2007-06-28,Chennai,R003,Finance,High,Retail,2023-11-28
C001703,Customer 001703,Female,1978-06-06,Kolkata,R002,Healthcare,Very High,Retail,2018-11-12
C001704,Customer 001704,Male,2021-11-15,Pune,R004,Unknown,Low,Retail,2021-03-26
C001705,Customer 001705,Male,2024-06-20,Chennai,R004,Government Employee,Low,Corporate,2018-02-26
C001706,Customer 001706,Male,2016-12-08,Gurugram,R004,Business Owner,Medium,Corporate,2018-09-03
C001707,Customer 001707,Female,2008-07-11,Pune,R002,Healthcare,High,Corporate,2023-03-28
C001708,Customer 001708,Male,2011-01-23,Jaipur,R006,Self Employed,Medium,Retail,2020-04-08
C001709,Customer 001709,Male,1987-04-09,Bengaluru,R006,Engineer,Medium,Retail,2018-08-01
C001710,Customer 001710,Female,1994-05-29,Kolkata,R005,Government Employee,High,Corporate,2018-04-23
C001711,Customer 001711,Male,2012-09-27,Chennai,R005,Consultant,High,Corporate,2018-11-18
C001712,Customer 001712,Male,2024-08-29,Jaipur,R006,Self Employed,Low,Corporate,2020-12-10
C001713,Customer 001713,Male,2003-07-08,Kolkata,R006,IT Professional,Medium,Corporate,2019-06-06
C001714,Customer 001714,Male,1979-06-21,Lucknow,R003,IT Professional,Low,Corporate,2025-12-13
C001715,Customer 001715,Female,1991-12-07,Mumbai,R004,Self Employed,Medium,Corporate,2018-02-20
C001716,Customer 001716,Male,2014-10-02,Lucknow,R006,Self Employed,Medium,Corporate,2024-04-09
C001717,Customer 001717,Male,2008-07-23,Delhi,R001,Engineer,Low,Corporate,2018-12-18
C001718,Customer 001718,Male,2025-03-21,Pune,R006,Government Employee,High,Retail,2019-05-08
C001719,Customer 001719,Male,2021-12-19,Gurugram,R003,Healthcare,Very High,Corporate,2025-06-28
C001720,Customer 001720,Male,2006-01-27,Delhi,R006,Engineer,Very High,Premium,2018-02-26
C001721,Customer 001721,Female,2021-11-30,Ahmedabad,R005,Self Employed,Medium,Retail,2024-10-19
C001722,Customer 001722,Female,1992-12-17,Jaipur,R005,Unknown,High,Retail,2024-04-02
C001723,Customer 001723,Male,1995-02-12,Pune,R004,Consultant,High,Retail,2024-06-18
C001724,Customer 001724,Male,2007-05-04,Jaipur,R002,IT Professional,High,Retail,2025-12-10
C001725,Customer 001725,Female,1981-03-10,Lucknow,R003,Finance,High,Premium,2020-05-03
C001726,Customer 001726,Female,1980-04-05,Hyderabad,R002,Finance,Very High,Retail,2019-12-28
C001727,Customer 001727,Female,1982-07-05,Pune,R005,Education,Low,Corporate,2026-01-12
C001728,Customer 001728,Male,2025-12-15,Bengaluru,R004,IT Professional,High,Corporate,2019-04-06
C001729,Customer 001729,Male,2004-01-18,Jaipur,R005,Government Employee,High,Corporate,2025-10-20
C001730,Customer 001730,Male,2014-04-15,Bengaluru,R004,Healthcare,Medium,Retail,2022-02-05
C001731,Customer 001731,Male,2022-04-19,Hyderabad,R006,Other,Medium,Retail,2024-11-02
C001732,Customer 001732,Male,1980-10-11,Chennai,R001,Engineer,Low,Retail,2019-03-01
C001733,Customer 001733,Male,2005-06-11,Jaipur,R002,Education,High,Retail,2024-12-31
C001734,Customer 001734,Female,2012-01-26,Delhi,R003,Business Owner,High,Retail,2019-11-25
C001735,Customer 001735,Female,2012-03-03,Jaipur,R004,Government Employee,Medium,Retail,2024-07-26
C001736,Customer 001736,Male,1981-07-02,Faridabad,R006,Unknown,Medium,Retail,2019-02-06
C001737,Customer 001737,Male,2024-08-25,Chennai,R006,Finance,Medium,Retail,2020-09-02
C001738,Customer 001738,Male,2028-05-07,Lucknow,R001,Consultant,High,Retail,2024-11-14
C001739,Customer 001739,Female,1982-09-25,Kolkata,R006,Healthcare,Low,Corporate,2023-03-04
C001740,Customer 001740,Female,2028-08-30,Gurugram,R006,Business Owner,Medium,Corporate,2022-12-04
C001741,Customer 001741,Female,2028-10-15,Delhi,R001,Healthcare,High,Corporate,2023-05-12
C001742,Customer 001742,Female,2022-06-04,Delhi,R002,Other,Medium,Corporate,2025-10-06
C001743,Customer 001743,Male,2017-08-11,Hyderabad,R006,Healthcare,High,Retail,2020-06-18
C001744,Customer 001744,Female,2013-04-11,Lucknow,R004,Education,Low,Corporate,2018-01-11
C001745,Customer 001745,Female,1987-06-29,Delhi,R003,Government Employee,Medium,Retail,2020-02-13
C001746,Customer 001746,Male,2002-09-15,Mumbai,R003,Self Employed,High,Retail,2018-08-30
C001747,Customer 001747,Male,2000-10-16,Bengaluru,R003,Engineer,Low,Retail,2025-05-18
C001748,Customer 001748,Male,1983-09-24,Pune,R005,Self Employed,Medium,Retail,2023-09-09
C001749,Customer 001749,Female,2016-07-17,Mumbai,R005,Engineer,Medium,Retail,2019-06-24
C001750,Customer 001750,Male,2016-02-16,Kolkata,R004,Other,Medium,Premium,2024-08-02
C001751,Customer 001751,Female,2005-07-30,Jaipur,R006,Healthcare,Medium,Retail,2022-10-29
C001752,Customer 001752,Female,1995-07-03,Faridabad,R006,Education,Medium,Retail,2021-02-26
C001753,Customer 001753,Female,1985-07-15,Faridabad,R003,Engineer,Medium,Corporate,2024-07-19
C001754,Customer 001754,Female,2028-01-18,Lucknow,R001,Finance,Low,Corporate,2019-03-08
C001755,Customer 001755,Male,2026-10-24,Ahmedabad,R006,Self Employed,Medium,Retail,2018-01-28
C001756,Customer 001756,Male,1991-09-22,Faridabad,R003,Government Employee,High,Corporate,2018-07-02
C001757,Customer 001757,Female,2022-10-22,Ahmedabad,R004,Consultant,Medium,Premium,2024-07-12
C001758,Customer 001758,Male,1999-11-21,Gurugram,R003,Other,Medium,Retail,2023-11-06
C001759,Customer 001759,Female,2005-11-25,Mumbai,R002,Healthcare,Medium,Retail,2020-03-09
C001760,Customer 001760,Female,1983-09-23,Delhi,R003,Self Employed,Low,Corporate,2022-01-06
C001761,Customer 001761,Male,2020-03-29,Jaipur,R006,IT Professional,Medium,Corporate,2022-04-14
C001762,Customer 001762,Male,2006-12-30,Lucknow,R006,Education,Medium,Premium,2023-02-13
C001763,Customer 001763,Female,2021-08-19,Faridabad,R001,Healthcare,Medium,Retail,2024-10-09
C001764,Customer 001764,Male,2019-04-09,Chennai,R004,Education,Medium,Corporate,2019-12-05
C001765,Customer 001765,Female,1991-12-19,Jaipur,R004,Finance,Low,Retail,2019-10-28
C001766,Customer 001766,Male,1985-10-05,Gurugram,R001,IT Professional,Low,Retail,2022-02-21
C001767,Customer 001767,Female,1987-04-03,Faridabad,R004,Consultant,Medium,Corporate,2018-08-24
C001768,Customer 001768,Female,2007-09-12,Gurugram,R003,Government Employee,Medium,Premium,2022-08-07
C001769,Customer 001769,Male,2005-07-06,Pune,R004,Engineer,High,Retail,2021-12-14
C001770,Customer 001770,Male,2014-12-06,Faridabad,R003,Engineer,Low,Premium,2021-08-01
C001771,Customer 001771,Female,2024-09-20,Hyderabad,R004,Self Employed,Very High,Retail,2020-07-12
C001772,Customer 001772,Male,2016-09-12,Lucknow,R006,Engineer,Very High,Retail,2019-02-15
C001773,Customer 001773,Male,1998-08-10,Jaipur,R003,Consultant,Medium,Retail,2018-09-24
C001774,Customer 001774,Female,1989-09-18,Lucknow,R003,Healthcare,High,Premium,2025-06-25
C001775,Customer 001775,Female,1999-03-03,Chennai,R006,Other,Very High,Corporate,2026-03-19
C001776,Customer 001776,Male,1999-02-05,Delhi,R001,Healthcare,Medium,Retail,2025-06-29
C001777,Customer 001777,Male,1982-06-03,Kolkata,R001,Other,Medium,Retail,2025-11-08
C001778,Customer 001778,Female,2016-04-01,Hyderabad,R006,Consultant,Low,Retail,2024-08-07
C001779,Customer 001779,Female,2013-02-16,Hyderabad,R005,Healthcare,Medium,Corporate,2024-06-29
C001780,Customer 001780,Female,2019-10-09,Faridabad,R001,Healthcare,Low,Retail,2021-12-30
C001781,Customer 001781,Female,1981-11-27,Delhi,R003,Other,Very High,Retail,2021-02-18
C001782,Customer 001782,Female,2002-10-24,Pune,R003,Government Employee,Medium,Corporate,2019-11-03
C001783,Customer 001783,Female,1990-11-22,Ahmedabad,R004,Government Employee,High,Retail,2024-02-13
C001784,Customer 001784,Female,2004-02-26,Faridabad,R004,Healthcare,Medium,Corporate,2025-07-26
C001785,Customer 001785,Female,2003-10-27,Kolkata,R005,Business Owner,High,Corporate,2020-01-25
C001786,Customer 001786,Male,1991-09-03,Mumbai,R003,Government Employee,High,Retail,2022-09-24
C001787,Customer 001787,Male,1978-06-07,Mumbai,R005,Business Owner,Medium,Corporate,2025-11-11
C001788,Customer 001788,Male,1983-05-24,Gurugram,R003,Finance,High,Retail,2023-06-03
C001789,Customer 001789,Female,2001-02-25,Kolkata,R001,Government Employee,Medium,Retail,2020-07-09
C001790,Customer 001790,Male,2024-07-28,Pune,R004,Business Owner,Medium,Corporate,2022-10-18
C001791,Customer 001791,Female,2025-04-28,Pune,R006,Self Employed,Very High,Corporate,2018-03-25
C001792,Customer 001792,Male,1983-07-03,Chennai,R006,Consultant,Medium,Corporate,2018-11-02
C001793,Customer 001793,Female,2004-11-28,Gurugram,R005,Education,Medium,Retail,2018-08-22
C001794,Customer 001794,Female,1999-08-10,Bengaluru,R002,Self Employed,Medium,Premium,2020-10-27
C001795,Customer 001795,Male,1978-07-19,Jaipur,R006,Education,Medium,Retail,2023-03-03
C001796,Customer 001796,Female,2024-06-08,Faridabad,R003,Education,Medium,Retail,2019-09-19
C001797,Customer 001797,Male,2002-09-19,Pune,R001,Healthcare,High,Retail,2019-06-02
C001798,Customer 001798,Male,1992-08-17,Mumbai,R002,Government Employee,High,Corporate,2018-07-30
C001799,Customer 001799,Male,1985-03-23,Delhi,R001,Other,Low,Corporate,2022-05-07
C001800,Customer 001800,Male,1999-12-09,Gurugram,R001,Self Employed,Medium,Retail,2025-05-29
C001801,Customer 001801,Male,2029-02-18,Mumbai,R003,Healthcare,High,Retail,2022-12-09
C001802,Customer 001802,Male,2025-03-28,Faridabad,R001,Engineer,High,Retail,2025-08-26
C001803,Customer 001803,Male,1993-03-18,Bengaluru,R005,Education,Low,Retail,2019-09-15
C001804,Customer 001804,Male,2021-07-01,Kolkata,R002,Engineer,Medium,Retail,2019-11-08
C001805,Customer 001805,Male,2017-10-09,Bengaluru,R001,Consultant,Very High,Retail,2021-07-13
C001806,Customer 001806,Female,2024-09-24,Lucknow,R006,Consultant,High,Corporate,2023-02-22
C001807,Customer 001807,Female,1988-12-09,Jaipur,R006,Other,High,Corporate,2018-01-21
C001808,Customer 001808,Male,2017-02-09,Lucknow,R001,Finance,Low,Corporate,2026-03-17
C001809,Customer 001809,Female,2024-09-06,Chennai,R004,Education,Medium,Retail,2020-10-03
C001810,Customer 001810,Female,1999-09-10,Pune,R004,Business Owner,Low,Retail,2023-03-25
C001811,Customer 001811,Male,2020-08-05,Chennai,R005,Consultant,High,Corporate,2024-04-20
C001812,Customer 001812,Male,1981-03-12,Bengaluru,R006,Education,High,Retail,2022-05-21
C001813,Customer 001813,Female,2010-08-14,Lucknow,R004,Consultant,Medium,Retail,2025-10-21
C001814,Customer 001814,Male,2002-12-31,Delhi,R001,Finance,Low,Retail,2026-01-06
C001815,Customer 001815,Male,1995-05-09,Faridabad,R006,Consultant,High,Retail,2023-11-16
C001816,Customer 001816,Male,2026-10-24,Jaipur,R001,IT Professional,High,Retail,2018-08-21
C001817,Customer 001817,Female,2010-08-25,Gurugram,R002,Self Employed,Medium,Retail,2019-04-03
C001818,Customer 001818,Male,1984-12-09,Delhi,R006,Self Employed,High,Corporate,2018-04-11
C001819,Customer 001819,Female,1988-10-29,Gurugram,R004,Government Employee,Low,Corporate,2022-12-22
C001820,Customer 001820,Male,2014-01-30,Delhi,R003,Education,High,Retail,2021-03-21
C001821,Customer 001821,Male,1992-11-10,Delhi,R004,Engineer,Medium,Retail,2020-09-07
C001822,Customer 001822,Female,2029-04-23,Kolkata,R001,Consultant,Medium,Corporate,2023-01-05
C001823,Customer 001823,Male,1982-10-15,Pune,R002,Engineer,High,Retail,2020-01-08
C001824,Customer 001824,Female,2028-02-25,Pune,R004,Government Employee,High,Retail,2020-02-06
C001825,Customer 001825,Female,2005-09-14,Lucknow,R002,Engineer,Medium,Retail,2023-01-08
C001826,Customer 001826,Male,2022-10-28,Delhi,R004,IT Professional,Medium,Corporate,2025-10-25
C001827,Customer 001827,Male,1996-01-10,Hyderabad,R005,Education,Medium,Corporate,2023-02-05
